SRN,who,group,qu,rating
1003749,other,recreation,13,3
1003749,other,financial,14,7
1003749,other,health,17,6
1003749,other,financial,18,7
1003749,other,recreation,19,3
1003749,other,health,20,6
1003749,other,social,21,2
1003749,other,social,22,2
1003749,other,health,23,5
1003749,other,recreation,24,3
1003749,other,recreation,25,2
1003749,other,health,26,5
1003749,other,social,27,1
1003749,other,social,28,1
1003749,other,ethical,30,2
1003750,you,social,1,3
1003750,you,recreation,2,3
1003750,you,financial,3,5
1003750,you,health,5,7
1003750,you,ethical,6,5
1003750,you,social,7,3
1003750,you,financial,8,4
1003750,you,ethical,9,7
1003750,you,ethical,10,7
1003750,you,recreation,11,4
1003750,you,financial,12,5
1003750,you,recreation,13,4
1003750,you,financial,14,7
1003750,you,health,17,4
1003750,you,financial,18,4
1003750,you,recreation,19,3
1003750,you,health,20,6
1003750,you,social,21,4
1003750,you,social,22,4
1003750,you,health,23,6
1003750,you,recreation,24,4
1003750,you,recreation,25,3
1003750,you,health,26,5
1003750,you,social,27,2
1003750,you,social,28,2
1003750,you,ethical,30,6
1003750,other,social,1,1
1003750,other,recreation,2,3
1003750,other,financial,3,5
1003750,other,health,5,6
1003750,other,ethical,6,4
1003750,other,social,7,2
1003750,other,financial,8,4
1003750,other,ethical,9,6
1003750,other,ethical,10,6
1003750,other,recreation,11,2
1003750,other,financial,12,4
1003750,other,recreation,13,3
1003750,other,financial,14,5
1003750,other,health,17,5
1003750,other,financial,18,5
1003750,other,recreation,19,1
1003750,other,health,20,5
1003750,other,social,21,1
1003750,other,social,22,4
1003750,other,health,23,5
1003750,other,recreation,24,3
1003750,other,recreation,25,2
1003750,other,health,26,3
1003750,other,social,27,3
1003750,other,social,28,1
1003750,other,ethical,30,6
1003751,you,social,1,5
1003751,you,recreation,2,3
1003751,you,financial,3,7
1003751,you,health,5,2
1003751,you,ethical,6,7
1003751,you,social,7,2
1003751,you,financial,8,5
1003751,you,ethical,9,7
1003751,you,ethical,10,7
1003751,you,recreation,11,4
1003751,you,financial,12,4
1003751,you,recreation,13,7
1003751,you,financial,14,5
1003751,you,health,17,5
1003751,you,financial,18,6
1003751,you,recreation,19,4
1003751,you,health,20,7
1003751,you,social,21,2
1003751,you,social,22,5
1003751,you,health,23,4
1003751,you,recreation,24,5
1003751,you,recreation,25,4
1003751,you,health,26,4
1003751,you,social,27,3
1003751,you,social,28,3
1003751,you,ethical,30,4
1003751,other,social,1,4
1003751,other,recreation,2,3
1003751,other,financial,3,6
1003751,other,health,5,3
1003751,other,ethical,6,5
1003751,other,social,7,2
1003751,other,financial,8,2
1003751,other,ethical,9,6
1003751,other,ethical,10,5
1003751,other,recreation,11,3
1003751,other,financial,12,4
1003751,other,recreation,13,5
1003751,other,financial,14,2
1003751,other,health,17,4
1003751,other,financial,18,5
1003751,other,recreation,19,2
1003751,other,health,20,4
1003751,other,social,21,1
1003751,other,social,22,3
1003751,other,health,23,4
1003751,other,recreation,24,4
1003751,other,recreation,25,3
1003751,other,health,26,2
1003751,other,social,27,1
1003751,other,social,28,2
1003751,other,ethical,30,3
1003752,you,social,1,4
1003752,you,recreation,2,6
1003752,you,financial,3,4
1003752,you,health,5,5
1003752,you,ethical,6,5
1003752,you,social,7,2
1003752,you,financial,8,5
1003752,you,ethical,9,7
1003752,you,ethical,10,7
1003752,you,recreation,11,1
1003752,you,financial,12,5
1003752,you,recreation,13,4
1003752,you,financial,14,7
1003752,you,health,17,7
1003752,you,financial,18,4
1003752,you,recreation,19,4
1003752,you,health,20,5
1003752,you,social,21,4
1003752,you,social,22,3
1003752,you,health,23,6
1003752,you,recreation,24,3
1003752,you,recreation,25,7
1003752,you,health,26,7
1003752,you,social,27,3
1003752,you,social,28,2
1003752,you,ethical,30,3
1003752,other,social,1,4
1003752,other,recreation,2,6
1003752,other,financial,3,5
1003752,other,health,5,4
1003752,other,ethical,6,4
1003752,other,social,7,1
1003752,other,financial,8,4
1003752,other,ethical,9,6
1003752,other,ethical,10,6
1003752,other,recreation,11,1
1003752,other,financial,12,4
1003752,other,recreation,13,4
1003752,other,financial,14,6
1003752,other,health,17,6
1003752,other,financial,18,1
1003752,other,recreation,19,4
1003752,other,health,20,4
1003752,other,social,21,2
1003752,other,social,22,1
1003752,other,health,23,3
1003752,other,recreation,24,1
1003752,other,recreation,25,5
1003752,other,health,26,6
1003752,other,social,27,2
1003752,other,social,28,2
1003752,other,ethical,30,2
1003753,you,social,1,2
1003753,you,recreation,2,4
1003753,you,financial,3,5
1003753,you,health,5,6
1003753,you,ethical,6,3
1003753,you,social,7,2
1003753,you,financial,8,5
1003753,you,ethical,9,6
1003753,you,ethical,10,7
1003753,you,recreation,11,6
1003753,you,financial,12,6
1003753,you,recreation,13,7
1003753,you,financial,14,6
1003753,you,health,17,6
1003753,you,financial,18,7
1003753,you,recreation,19,6
1003753,you,health,20,6
1003753,you,social,21,2
1003753,you,social,22,3
1003753,you,health,23,7
1003753,you,recreation,24,6
1003753,you,recreation,25,4
1003753,you,health,26,5
1003753,you,social,27,2
1003753,you,social,28,4
1003753,you,ethical,30,7
1003753,other,social,1,1
1003753,other,recreation,2,4
1003753,other,financial,3,5
1003753,other,health,5,4
1003753,other,ethical,6,3
1003753,other,social,7,1
1003753,other,financial,8,3
1003753,other,ethical,9,7
1003753,other,ethical,10,6
1003753,other,recreation,11,3
1003753,other,financial,12,4
1003753,other,recreation,13,5
1003753,other,financial,14,6
1003753,other,health,17,4
1003753,other,financial,18,5
1003753,other,recreation,19,6
1003753,other,health,20,5
1003753,other,social,21,1
1003753,other,social,22,1
1003753,other,health,23,5
1003753,other,recreation,24,6
1003753,other,recreation,25,5
1003753,other,health,26,3
1003753,other,social,27,2
1003753,other,social,28,2
1003753,other,ethical,30,7
1003754,you,social,1,3
1003754,you,recreation,2,3
1003754,you,financial,3,3
1003754,you,health,5,4
1003754,you,ethical,6,6
1003754,you,social,7,1
1003754,you,financial,8,6
1003754,you,ethical,9,7
1003754,you,ethical,10,4
1003754,you,recreation,11,5
1003754,you,financial,12,4
1003754,you,recreation,13,5
1003754,you,financial,14,6
1003754,you,health,17,7
1003754,you,financial,18,5
1003754,you,recreation,19,5
1003754,you,health,20,7
1003754,you,social,21,4
1003754,you,social,22,3
1003754,you,health,23,4
1003754,you,recreation,24,3
1003754,you,recreation,25,3
1003754,you,health,26,6
1003754,you,social,27,4
1003754,you,social,28,2
1003754,you,ethical,30,7
1003754,other,social,1,5
1003754,other,recreation,2,3
1003754,other,financial,3,1
1003754,other,health,5,1
1003754,other,ethical,6,6
1003754,other,social,7,1
1003754,other,financial,8,4
1003754,other,ethical,9,6
1003754,other,ethical,10,3
1003754,other,recreation,11,3
1003754,other,financial,12,3
1003754,other,recreation,13,4
1003754,other,financial,14,5
1003754,other,health,17,7
1003754,other,financial,18,5
1003754,other,recreation,19,5
1003754,other,health,20,5
1003754,other,social,21,3
1003754,other,social,22,1
1003754,other,health,23,3
1003754,other,recreation,24,3
1003754,other,recreation,25,1
1003754,other,health,26,5
1003754,other,social,27,5
1003754,other,social,28,1
1003754,other,ethical,30,7
1003755,you,social,1,2
1003755,you,recreation,2,6
1003755,you,financial,3,3
1003755,you,health,5,6
1003755,you,ethical,6,2
1003755,you,social,7,2
1003755,you,financial,8,6
1003755,you,ethical,9,7
1003755,you,ethical,10,7
1003755,you,recreation,11,5
1003755,you,financial,12,3
1003755,you,recreation,13,4
1003755,you,financial,14,4
1003755,you,health,17,4
1003755,you,financial,18,4
1003755,you,recreation,19,4
1003755,you,health,20,6
1003755,you,social,21,2
1003755,you,social,22,1
1003755,you,health,23,6
1003755,you,recreation,24,7
1003755,you,recreation,25,4
1003755,you,health,26,5
1003755,you,social,27,1
1003755,you,social,28,3
1003755,you,ethical,30,7
1003755,other,social,1,1
1003755,other,recreation,2,6
1003755,other,financial,3,1
1003755,other,health,5,5
1003755,other,ethical,6,1
1003755,other,social,7,2
1003755,other,financial,8,5
1003755,other,ethical,9,7
1003755,other,ethical,10,6
1003755,other,recreation,11,4
1003755,other,financial,12,2
1003755,other,recreation,13,2
1003755,other,financial,14,3
1003755,other,health,17,3
1003755,other,financial,18,3
1003755,other,recreation,19,2
1003755,other,health,20,4
1003755,other,social,21,1
1003755,other,social,22,1
1003755,other,health,23,3
1003755,other,recreation,24,5
1003755,other,recreation,25,1
1003755,other,health,26,3
1003755,other,social,27,1
1003755,other,social,28,2
1003755,other,ethical,30,5
1003756,you,social,1,2
1003756,you,recreation,2,3
1003756,you,financial,3,5
1003756,you,health,5,6
1003756,you,ethical,6,7
1003756,you,social,7,2
1003756,you,financial,8,6
1003756,you,ethical,9,7
1003756,you,ethical,10,7
1003756,you,recreation,11,4
1003756,you,financial,12,7
1003756,you,recreation,13,4
1003756,you,financial,14,7
1003756,you,health,17,6
1003756,you,financial,18,2
1003756,you,recreation,19,6
1003756,you,health,20,7
1003756,you,social,21,3
1003756,you,social,22,3
1003756,you,health,23,2
1003756,you,recreation,24,3
1003756,you,recreation,25,5
1003756,you,health,26,5
1003756,you,social,27,3
1003756,you,social,28,4
1003756,you,ethical,30,7
1003756,other,social,1,1
1003756,other,recreation,2,3
1003756,other,financial,3,5
1003756,other,health,5,5
1003756,other,ethical,6,5
1003756,other,social,7,1
1003756,other,financial,8,2
1003756,other,ethical,9,6
1003756,other,ethical,10,6
1003756,other,recreation,11,3
1003756,other,financial,12,6
1003756,other,recreation,13,4
1003756,other,financial,14,6
1003756,other,health,17,6
1003756,other,financial,18,2
1003756,other,recreation,19,5
1003756,other,health,20,6
1003756,other,social,21,1
1003756,other,social,22,3
1003756,other,health,23,1
1003756,other,recreation,24,2
1003756,other,recreation,25,6
1003756,other,health,26,6
1003756,other,social,27,3
1003756,other,social,28,4
1003756,other,ethical,30,6
1003757,you,social,1,3
1003757,you,recreation,2,5
1003757,you,financial,3,7
1003757,you,health,5,7
1003757,you,ethical,6,7
1003757,you,social,7,3
1003757,you,financial,8,3
1003757,you,ethical,9,5
1003757,you,ethical,10,7
1003757,you,recreation,11,6
1003757,you,financial,12,6
1003757,you,recreation,13,6
1003757,you,financial,14,4
1003757,you,health,17,4
1003757,you,financial,18,3
1003757,you,recreation,19,4
1003757,you,health,20,4
1003757,you,social,21,3
1003757,you,social,22,1
1003757,you,health,23,4
1003757,you,recreation,24,4
1003757,you,recreation,25,4
1003757,you,health,26,3
1003757,you,social,27,3
1003757,you,social,28,1
1003757,you,ethical,30,7
1003757,other,social,1,2
1003757,other,recreation,2,5
1003757,other,financial,3,5
1003757,other,health,5,7
1003757,other,ethical,6,6
1003757,other,social,7,2
1003757,other,financial,8,2
1003757,other,ethical,9,3
1003757,other,ethical,10,7
1003757,other,recreation,11,3
1003757,other,financial,12,6
1003757,other,recreation,13,4
1003757,other,financial,14,2
1003757,other,health,17,2
1003757,other,financial,18,2
1003757,other,recreation,19,2
1003757,other,health,20,4
1003757,other,social,21,1
1003757,other,social,22,1
1003757,other,health,23,4
1003757,other,recreation,24,2
1003757,other,recreation,25,3
1003757,other,health,26,4
1003757,other,social,27,2
1003757,other,social,28,1
1003757,other,ethical,30,6
1003758,you,social,1,2
1003758,you,recreation,2,5
1003758,you,financial,3,6
1003758,you,health,5,3
1003758,you,ethical,6,5
1003758,you,social,7,2
1003758,you,financial,8,7
1003758,you,ethical,9,7
1003758,you,ethical,10,7
1003758,you,recreation,11,5
1003758,you,financial,12,7
1003758,you,recreation,13,5
1003758,you,financial,14,5
1003758,you,health,17,5
1003758,you,financial,18,5
1003758,you,recreation,19,4
1003758,you,health,20,7
1003758,you,social,21,2
1003758,you,social,22,4
1003758,you,health,23,4
1003758,you,recreation,24,5
1003758,you,recreation,25,7
1003758,you,health,26,6
1003758,you,social,27,3
1003758,you,social,28,4
1003758,you,ethical,30,6
1003758,other,social,1,3
1003758,other,recreation,2,5
1003758,other,financial,3,5
1003758,other,health,5,2
1003758,other,ethical,6,4
1003758,other,social,7,2
1003758,other,financial,8,7
1003758,other,ethical,9,6
1003758,other,ethical,10,6
1003758,other,recreation,11,5
1003758,other,financial,12,5
1003758,other,recreation,13,3
1003758,other,financial,14,4
1003758,other,health,17,4
1003758,other,financial,18,4
1003758,other,recreation,19,2
1003758,other,health,20,6
1003758,other,social,21,3
1003758,other,social,22,3
1003758,other,health,23,3
1003758,other,recreation,24,2
1003758,other,recreation,25,5
1003758,other,health,26,5
1003758,other,social,27,1
1003758,other,social,28,2
1003758,other,ethical,30,5
1003759,you,social,1,3
1003759,you,recreation,2,3
1003759,you,financial,3,4
1003759,you,health,5,5
1003759,you,ethical,6,5
1003759,you,social,7,3
1003759,you,financial,8,5
1003759,you,ethical,9,7
1003759,you,ethical,10,7
1003759,you,recreation,11,4
1003759,you,financial,12,6
1003759,you,recreation,13,5
1003759,you,financial,14,5
1003759,you,health,17,4
1003759,you,financial,18,4
1003759,you,recreation,19,5
1003759,you,health,20,7
1003759,you,social,21,1
1003759,you,social,22,2
1003759,you,health,23,6
1003759,you,recreation,24,5
1003759,you,recreation,25,5
1003759,you,health,26,7
1003759,you,social,27,3
1003759,you,social,28,3
1003759,you,ethical,30,6
1003759,other,social,1,1
1003759,other,recreation,2,2
1003759,other,financial,3,2
1003759,other,health,5,5
1003759,other,ethical,6,5
1003759,other,social,7,1
1003759,other,financial,8,4
1003759,other,ethical,9,6
1003759,other,ethical,10,6
1003759,other,recreation,11,3
1003759,other,financial,12,5
1003759,other,recreation,13,3
1003759,other,financial,14,3
1003759,other,health,17,3
1003759,other,financial,18,4
1003759,other,recreation,19,5
1003759,other,health,20,7
1003759,other,social,21,1
1003759,other,social,22,1
1003759,other,health,23,5
1003759,other,recreation,24,5
1003759,other,recreation,25,3
1003759,other,health,26,7
1003759,other,social,27,3
1003759,other,social,28,4
1003759,other,ethical,30,4
1003760,you,social,1,3
1003760,you,recreation,2,5
1003760,you,financial,3,5
1003760,you,health,5,4
1003760,you,ethical,6,7
1003760,you,social,7,1
1003760,you,financial,8,3
1003760,you,ethical,9,7
1003760,you,ethical,10,7
1003760,you,recreation,11,5
1003760,you,financial,12,7
1003760,you,recreation,13,4
1003760,you,financial,14,5
1003760,you,health,17,7
1003760,you,financial,18,4
1003760,you,recreation,19,3
1003760,you,health,20,3
1003760,you,social,21,4
1003760,you,social,22,2
1003760,you,health,23,5
1003760,you,recreation,24,1
1003760,you,recreation,25,2
1003760,you,health,26,7
1003760,you,social,27,4
1003760,you,social,28,4
1003760,you,ethical,30,7
1003760,other,social,1,1
1003760,other,recreation,2,4
1003760,other,financial,3,5
1003760,other,health,5,3
1003760,other,ethical,6,4
1003760,other,social,7,1
1003760,other,financial,8,1
1003760,other,ethical,9,7
1003760,other,ethical,10,7
1003760,other,recreation,11,4
1003760,other,financial,12,5
1003760,other,recreation,13,2
1003760,other,financial,14,2
1003760,other,health,17,7
1003760,other,financial,18,4
1003760,other,recreation,19,2
1003760,other,health,20,1
1003760,other,social,21,4
1003760,other,social,22,1
1003760,other,health,23,5
1003760,other,recreation,24,1
1003760,other,recreation,25,1
1003760,other,health,26,5
1003760,other,social,27,1
1003760,other,social,28,5
1003760,other,ethical,30,5
1003761,you,social,1,1
1003761,you,recreation,2,4
1003761,you,financial,3,3
1003761,you,health,5,4
1003761,you,ethical,6,7
1003761,you,social,7,4
1003761,you,financial,8,5
1003761,you,ethical,9,5
1003761,you,ethical,10,6
1003761,you,recreation,11,3
1003761,you,financial,12,4
1003761,you,recreation,13,6
1003761,you,financial,14,4
1003761,you,health,17,7
1003761,you,financial,18,2
1003761,you,recreation,19,4
1003761,you,health,20,7
1003761,you,social,21,3
1003761,you,social,22,4
1003761,you,health,23,7
1003761,you,recreation,24,4
1003761,you,recreation,25,5
1003761,you,health,26,7
1003761,you,social,27,3
1003761,you,social,28,1
1003761,you,ethical,30,5
1003761,other,social,1,1
1003761,other,recreation,2,1
1003761,other,financial,3,2
1003761,other,health,5,3
1003761,other,ethical,6,7
1003761,other,social,7,4
1003761,other,financial,8,4
1003761,other,ethical,9,5
1003761,other,ethical,10,5
1003761,other,recreation,11,2
1003761,other,financial,12,3
1003761,other,recreation,13,4
1003761,other,financial,14,3
1003761,other,health,17,6
1003761,other,financial,18,2
1003761,other,recreation,19,3
1003761,other,health,20,7
1003761,other,social,21,3
